Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Abstract Concepts,anger,intense;burning;fierce;uncontrollable;deep;raw;bitter;sudden;suppressed;explosive
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Human Roles,writer,creative;talented;insightful;prolific;imaginative;eloquent;passionate;thoughtful;dedicated;witty
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Inanimate Objects,book,thick;old;new;engaging;worn;hardcover;fascinating;classic;tattered;insightful
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Inanimate Objects,bridge,sturdy;old;long;narrow;iconic;wooden;suspended;modern;arched;historic
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Inanimate Objects,drums,loud;rhythmic;powerful;tribal;resonant;beaten;deep;energetic;traditional;booming
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Inanimate Objects,earth,vast;ancient;fertile;blue;fragile;living;rich;solid;diverse;nurturing
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Inanimate Objects,flute,delicate;melodic;silver;wooden;soft;high-pitched;elegant;ancient;haunting;clear
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Inanimate Objects,key,old;rusty;small;golden;vital;hidden;spare;ornate;mysterious;essential
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Inanimate Objects,knife,sharp;dangerous;rusty;small;serrated;kitchen;deadly;blunt;sleek;handy
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Inanimate Objects,lock,secure;heavy;rusty;old;broken;sturdy;tiny;complex;ancient;reliable
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Inanimate Objects,moon,full;crescent;bright;pale;mysterious;glowing;distant;silvery;haunting;serene
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Inanimate Objects,pen,black;blue;elegant;cheap;leaky;smooth;fine;old;reliable;fancy
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Inanimate Objects,sun,bright;warm;blazing;golden;radiant;hot;setting;rising;fierce;blinding
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Inanimate Objects,sword,sharp;ancient;heavy;deadly;ornate;legendary;rusty;gleaming;powerful;forged
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Neutral Animals,cat,sleek;curious;playful;lazy;fluffy;independent;cunning;soft;agile;mysterious
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Neutral Animals,dog,loyal;friendly;energetic;protective;playful;obedient;furry;smart;loving;brave
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Neutral Animals,dolphin,intelligent;playful;sleek;friendly;graceful;social;curious;swift;gentle;acrobatic
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Neutral Animals,elephant,massive;gentle;wise;gray;powerful;majestic;slow;intelligent;protective;enormous
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Neutral Animals,hamster,tiny;cute;furry;active;shy;small;cuddly;nocturnal;playful;delicate
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Neutral Animals,monkey,playful;curious;agile;mischievous;clever;social;wild;energetic;funny;loud
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Neutral Animals,mouse,small;timid;quick;tiny;sneaky;gray;quiet;delicate;scurrying;cute
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Neutral Animals,peacock,colorful;proud;vibrant;majestic;beautiful;elegant;striking;ornate;showy;regal
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Neutral Animals,rabbit,soft;fluffy;quick;timid;cute;hopping;small;gentle;white;wild
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Neutral Animals,shark,fierce;dangerous;sleek;powerful;predatory;deadly;swift;gray;terrifying;massive
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Neutral Animals,snake,slithery;venomous;long;dangerous;silent;coiled;scaly;deadly;stealthy;exotic
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Neutral Animals,whale,enormous;gentle;majestic;deep;powerful;graceful;massive;mysterious;singing;migratory
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Places,city,bustling;crowded;modern;vibrant;noisy;sprawling;historic;busy;urban;lively
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Places,desert,vast;arid;hot;barren;sandy;harsh;empty;dry;endless;scorching
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Places,forest,dense;green;ancient;dark;lush;mysterious;quiet;thick;wild;enchanted
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Places,island,remote;tropical;small;isolated;beautiful;rugged;deserted;volcanic;serene;exotic
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Places,lake,calm;clear;deep;blue;serene;still;cold;reflective;vast;tranquil
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Places,mountain,tall;rugged;snowy;majestic;steep;ancient;towering;rocky;imposing;breathtaking
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Places,ocean,vast;deep;blue;wild;endless;powerful;mysterious;turbulent;calm;immense
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Places,plain,flat;vast;open;grassy;barren;wide;endless;fertile;quiet;expansive
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Places,plateau,high;flat;vast;rocky;elevated;barren;wide;remote;rugged;ancient
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Places,river,winding;wide;deep;swift;calm;muddy;clear;long;powerful;serene
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Places,valley,green;deep;narrow;fertile;quiet;lush;hidden;scenic;peaceful;sheltered
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Places,village,small;quiet;quaint;rural;friendly;remote;traditional;peaceful;charming;tight-knit
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Plants,cactus,spiky;green;tough;desert;tall;prickly;hardy;dry;unique;resilient
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Plants,eggplant,purple;shiny;smooth;fresh;firm;bitter;oval;ripe;tender;healthy
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Plants,flower,beautiful;fragrant;colorful;delicate;blooming;bright;soft;vibrant;lovely;fresh
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Plants,grass,green;lush;soft;tall;wet;dry;thick;fresh;wild;dewy
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Plants,lettuce,crisp;green;fresh;tender;leafy;light;healthy;raw;crunchy;vibrant
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Plants,mushroom,earthy;soft;white;brown;edible;wild;small;fleshy;delicate;savory
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Plants,onion,sharp;pungent;white;yellow;raw;sweet;strong;layered;fresh;spicy
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Plants,pepper,spicy;hot;red;green;sweet;fresh;bold;fiery;crisp;vibrant
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Plants,potato,starchy;brown;firm;fresh;baked;mashed;hearty;versatile;earthy;filling
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Plants,rose,red;fragrant;beautiful;delicate;thorny;romantic;elegant;blooming;soft;classic
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Plants,tomato,red;ripe;juicy;fresh;sweet;firm;round;tangy;vibrant;plump
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Plants,tree,tall;ancient;sturdy;green;leafy;old;massive;shady;strong;majestic
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Social Relationships,ally,loyal;trusted;supportive;reliable;close;steadfast;helpful;dependable;friendly;committed
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Social Relationships,brother,loving;protective;annoying;close;supportive;older;younger;loyal;funny;caring
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Social Relationships,enemy,dangerous;hostile;bitter;fierce;cunning;relentless;hated;formidable;deceptive;ruthless
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Social Relationships,father,loving;strict;supportive;wise;caring;strong;protective;kind;hardworking;gentle
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Social Relationships,follower,loyal;dedicated;eager;obedient;supportive;enthusiastic;devoted;trusting;committed;admiring
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Social Relationships,friend,close;loyal;funny;kind;supportive;trusted;caring;reliable;honest;dear
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Social Relationships,leader,strong;inspiring;confident;decisive;charismatic;wise;bold;visionary;respected;authoritative
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Social Relationships,mother,loving;nurturing;caring;strict;gentle;protective;wise;selfless;warm;supportive
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Social Relationships,partner,loving;supportive;equal;trusted;loyal;compatible;caring;reliable;close;committed
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Social Relationships,rival,fierce;competitive;challenging;tough;bitter;determined;aggressive;formidable;persistent;intense
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Social Relationships,sister,loving;annoying;supportive;close;caring;funny;protective;kind;loyal;sweet
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Social Relationships,stranger,mysterious;unknown;unfamiliar;distant;odd;suspicious;curious;random;unexpected;aloof
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Spatial Concepts,above,high;elevated;overhead;superior;towering;lofty;upper;soaring;dominant;prominent
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Spatial Concepts,back,rear;hind;posterior;hidden;behind;distant;trailing;secondary;supportive;past
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Spatial Concepts,below,lower;beneath;underneath;inferior;submerged;bottom;underground;lesser;hidden;deep
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Spatial Concepts,east,eastern;oriental;rising;distant;cultural;ancient;exotic;far;traditional;remote
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Spatial Concepts,front,forward;leading;primary;main;visible;prominent;first;central;bold;upfront
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Spatial Concepts,inside,inner;internal;hidden;enclosed;private;deep;secret;confined;personal;sheltered
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Spatial Concepts,left,western;remaining;liberal;past;odd;sideways;abandoned;secondary;unconventional;stray
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Spatial Concepts,north,cold;polar;upper;distant;rugged;harsh;remote;chilly;northern;wild
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Spatial Concepts,outside,external;outer;exposed;public;open;distant;foreign;peripheral;surface;visible
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Spatial Concepts,right,correct;eastern;proper;just;moral;conservative;immediate;direct;fitting;accurate
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Spatial Concepts,south,warm;southern;tropical;lower;sunny;humid;exotic;distant;vibrant;lush
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Spatial Concepts,west,western;distant;modern;frontier;sunset;pioneering;progressive;remote;cultural;wild
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Time Concepts,century,past;new;old;modern;ancient;turning;significant;historic;long;defining
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Time Concepts,day,long;short;busy;sunny;rainy;quiet;hectic;special;ordinary;bright
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Time Concepts,evening,quiet;cool;dark;peaceful;late;relaxing;calm;twilight;pleasant;serene
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Time Concepts,hour,late;early;long;short;busy;quiet;critical;fleeting;precious;rushed
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Time Concepts,minute,quick;brief;fleeting;short;last;crucial;passing;exact;tense;hurried
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Time Concepts,month,long;short;busy;cold;warm;rainy;quiet;eventful;current;past
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Time Concepts,morning,early;bright;cool;quiet;fresh;sunny;busy;peaceful;crisp;new
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Time Concepts,night,dark;quiet;late;long;cold;starry;silent;eerie;peaceful;restless
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Time Concepts,season,warm;cold;wet;dry;festive;changing;favorite;harsh;mild;transitional
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Time Concepts,second,quick;brief;fleeting;instant;critical;passing;short;precise;split;momentary
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Time Concepts,week,busy;long;short;hectic;quiet;eventful;stressful;productive;relaxing;memorable
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Time Concepts,year,past;new;long;short;eventful;memorable;challenging;successful;difficult;transformative
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Abstract Concepts,anger,intense;fiery;uncontrollable;deep;burning;fierce;raw;bitter;sudden;suppressed
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Abstract Concepts,courage,bold;fearless;brave;heroic;daring;valiant;steadfast;resolute;unwavering;gallant
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Abstract Concepts,fear,overwhelming;paralyzing;chilling;deep-seated;irrational;haunting;gripping;primal;lingering;unspoken
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Abstract Concepts,freedom,absolute;cherished;hard-won;liberating;boundless;precious;fundamental;exhilarating;true;enduring
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Abstract Concepts,happiness,pure;radiant;infectious;genuine;blissful;profound;lasting;simple;overwhelming;heartfelt
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Abstract Concepts,hate,intense;venomous;bitter;deep-rooted;consuming;blind;relentless;toxic;unspoken;festering
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Abstract Concepts,honesty,brutal;refreshing;unwavering;sincere;absolute;raw;admirable;rare;steadfast;unyielding
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Abstract Concepts,justice,fair;impartial;righteous;overdue;hard-fought;blind;swift;moral;true;uncompromising
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Abstract Concepts,knowledge,vast;deep;profound;extensive;practical;theoretical;hidden;ancient;specialized;invaluable
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Abstract Concepts,love,unconditional;passionate;tender;eternal;selfless;romantic;deep;enduring;genuine;fierce
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Abstract Concepts,peace,serene;lasting;fragile;inner;quiet;harmonious;elusive;profound;calming;sacred
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Abstract Concepts,wisdom,timeless;profound;hard-earned;insightful;ancient;practical;deep;quiet;guiding;invaluable
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Cultural Artifacts,bell,loud;clear;resonant;melodic;antique;brass;tiny;ceremonial;warning;nostalgic
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Cultural Artifacts,candle,flickering;warm;scented;delicate;glowing;tall;handmade;romantic;soft;calming
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Cultural Artifacts,carpet,plush;soft;colorful;worn;thick;patterned;luxurious;oriental;dusty;cozy
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Cultural Artifacts,coin,shiny;old;rare;valuable;silver;gold;worn;commemorative;ancient;small
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Cultural Artifacts,crown,golden;jeweled;regal;heavy;ornate;royal;ancient;symbolic;majestic;ceremonial
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Cultural Artifacts,flag,national;tattered;proud;colorful;waving;symbolic;historic;bold;vibrant;iconic
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Cultural Artifacts,mask,mysterious;eerie;decorative;tribal;hidden;painted;creepy;elaborate;ceremonial;protective
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Cultural Artifacts,necklace,delicate;elegant;beaded;silver;gold;vintage;intricate;precious;dangling;heirloom
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Cultural Artifacts,painting,beautiful;abstract;realistic;vibrant;old;famous;detailed;expressive;colorful;haunting
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Cultural Artifacts,ring,shiny;golden;diamond;simple;engraved;antique;wedding;silver;ornate;precious
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Cultural Artifacts,statue,towering;ancient;marble;bronze;majestic;weathered;iconic;detailed;imposing;commemorative
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Cultural Artifacts,vase,delicate;ceramic;ornate;tall;antique;floral;fragile;elegant;painted;classic
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Environmental Phenomena,cloud,fluffy;dark;white;ominous;wispy;thick;floating;gray;stormy;soft
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Environmental Phenomena,earthquake,devastating;powerful;sudden;terrifying;destructive;massive;violent;unexpected;catastrophic;rumbling
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Environmental Phenomena,fog,thick;eerie;dense;mysterious;cold;gray;enveloping;silent;creeping;heavy
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Environmental Phenomena,lightning,bright;jagged;sudden;powerful;electric;striking;dangerous;vivid;blinding;fierce
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Environmental Phenomena,rain,gentle;heavy;steady;cold;refreshing;torrential;light;drizzling;warm;relentless
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Environmental Phenomena,rainbow,vibrant;colorful;beautiful;rare;magical;bright;fleeting;arched;stunning;vivid
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Environmental Phenomena,snow,soft;white;powdery;cold;heavy;fresh;glistening;silent;thick;falling
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Environmental Phenomena,storm,fierce;violent;raging;dark;powerful;sudden;dangerous;intense;brewing;destructive
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Environmental Phenomena,thunder,loud;booming;rolling;deep;distant;startling;powerful;ominous;echoing;rumbling
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Environmental Phenomena,tide,high;low;strong;incoming;outgoing;relentless;powerful;calm;surging;rhythmic
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Environmental Phenomena,volcano,active;dormant;explosive;massive;fiery;dangerous;ancient;towering;destructive;smoldering
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Environmental Phenomena,wind,strong;gusty;cold;warm;gentle;howling;brisk;relentless;wild;biting
