Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Food Items,banana,ripe;yellow;green;peeled;overripe;mashed;bruised;Cavendish;small;long
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Food Items,beef,prime;ground;lean;tender;grilled;roast;aged;organic;grass-fed;juicy
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Food Items,bread,white;whole;wheat;rye;fresh;stale;toasted;crusty;sourdough;multigrain
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Food Items,broccoli,fresh;green;steamed;raw;cooked;organic;roasted;tender;florets;wilted
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Food Items,cheese,cheddar;Swiss;hard;soft;aged;sharp;smelly;imported;grated;creamy
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Food Items,chicken,fried;grilled;roasted;raw;boneless;skinless;organic;free-range;tender;barbecued
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Food Items,egg,fried;scrambled;boiled;raw;organic;hard-boiled;runny;fertile;broken;rotten
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Food Items,fish,fresh;saltwater;freshwater;grilled;fried;baked;raw;smoked;whole;filleted
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Food Items,pasta,fresh;dried;Italian;long;short;cooked;overcooked;undercooked;filled;delicious
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Food Items,rice,white;brown;basmati;cooked;fried;sticky;long-grain;short-grain;parboiled;flavored
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Food Items,soup,hot;cold;creamy;vegetable;chicken;thick;hearty;homemade;canned;flavorful
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Human Roles,artist,famous;talented;starving;struggling;local;modern;classical;established;young;upcoming
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Human Roles,athlete,professional;amateur;Olympic;young;injured;dedicated;competitive;skilled;seasoned;strong
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Human Roles,chef,famous;Michelin-starred;head;sous;skilled;executive;passionate;experienced;talented;demanding
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Human Roles,doctor,experienced;dedicated;caring;general;medical;young;trainee;heart;brain;attending
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Human Roles,engineer,civil;electrical;mechanical;chemical;structural;software;experienced;skilled;aerospace;junior
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Human Roles,farmer,hardworking;local;organic;dairy;family;independent;elderly;young;traditional;sustainable
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Human Roles,lawyer,corporate;criminal;experienced;young;skilled;defense;prosecuting;ambitious;powerful;persuasive
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Human Roles,musician,talented;local;famous;aspiring;classical;jazz;rock;established;session;symphony
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Human Roles,scientist,research;leading;young;experienced;brilliant;dedicated;theoretical;experimental;respected;esteemed
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Human Roles,soldier,brave;young;decorated;veteran;wounded;fallen;active;experienced;trained;conscripted
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Human Roles,teacher,dedicated;experienced;inspiring;elementary;high school;caring;passionate;supportive;patient;qualified
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Human Roles,writer,famous;aspiring;struggling;freelance;talented;published;prolific;experienced;creative;insightful
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Inanimate Objects,book,old;new;used;rare;hard;soft;printed;e-;digital;collectible;educational
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Inanimate Objects,bridge,long;suspension;stone;wooden;covered;old;new;historic;pedestrian;rickety
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Inanimate Objects,drums,loud;heavy;electronic;snare;bass;percussion;rhythmic;african;booming
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Inanimate Objects,earth,good;brown;loose;packed;hard;damp;tilled;wet;barren;rich
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Inanimate Objects,flute,silver;wooden;high;simple;easy;hard;complicated;long;concert;cheap
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Inanimate Objects,key,house;spare;lost;important;skeleton;ignition;password;front-door;open;private
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Inanimate Objects,knife,sharp;dull;butter;pocket;hunting;kitchen;carving;paring;serrated;rusty
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Inanimate Objects,lock,secure;strong;old;rusty;pad;front-door;important;hard;cheap;expensive
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Inanimate Objects,moon,full;bright;dark;gibbous;waning;crescent;silver;celestial;near
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Inanimate Objects,pen,ballpoint;felt-tip;fancy;new;spare;used;antique;simple;cheap;permanent
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Inanimate Objects,sun,hot;bright;warming;summer;shining;midday;low;morning;afternoon;golden
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Inanimate Objects,sword,sharp;dull;great;new;fancy;simple;ceremonial;practice;dueling;golden
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Neutral Animals,cat,black;white;stray;cute;funny;grumpy;wild;furry;fluffy;persian
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Neutral Animals,dog,black;white;stray;cute;funny;grumpy;wild;furry;fluffy;playful
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Neutral Animals,dolphin,intelligent;playful;friendly;wild;bottlenose;captive;marine;trained;aquatic;grey
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Neutral Animals,elephant,huge;large;gray;African;Asian;wild;old;young;majestic;bull
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Neutral Animals,hamster,small;furry;golden;cute;pet;playful;little;running;adorable;cage
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Neutral Animals,monkey,small;playful;cute;mischievous;chimpanzee;wild;clever;hairy;long-tailed;agile
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Neutral Animals,mouse,small;gray;white;squeaky;pet;wild;house;lab;blind;old
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Neutral Animals,peacock,colorful;beautiful;proud;iridescent;majestic;strutting;fancy;loud;exotic;free-roaming
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Neutral Animals,rabbit,white;brown;fluffy;cute;wild;pet;long-eared;cuddly;furry;hopping
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Neutral Animals,shark,great;white;dangerous;fierce;predatory;hammerhead;swimming;man-eating;deep-sea;wild
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Neutral Animals,snake,venomous;poisonous;green;long;brown;constricting;dangerous;slippery;cold-blooded;striped
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Neutral Animals,whale,blue;large;massive;grey;orca;humpback;breaching;singing;migratory;endangered
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Places,city,big;bustling;historic;modern;capital;vibrant;industrial;coastal;crowded;sprawling
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Places,desert,arid;hot;dry;sandy;vast;barren;desolate;windswept;Saharan;Mojave
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Places,forest,dense;dark;ancient;green;wild;deciduous;coniferous;temperate;tropical;enchanted
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Places,island,tropical;small;deserted;volcanic;beautiful;remote;Caribbean;pacific;large;green
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Places,lake,deep;blue;large;small;clear;frozen;freshwater;glacial;serene;calm
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Places,mountain,high;snow-capped;majestic;towering;rugged;steep;dormant;volcanic;distant;rolling
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Places,ocean,vast;blue;deep;stormy;calm;salty;open;Atlantic;Pacific;Indian
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Places,plain,vast;flat;grassy;open;treeless;endless;rolling;barren;deserted;windy
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Places,plateau,high;flat;arid;rocky;windswept;vast;mountainous;raised;barren;eroded
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Places,river,long;wide;flowing;muddy;navigable;ancient;polluted;winding;might;babbling
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Places,valley,green;fertile;peaceful;wide;narrow;scenic;winding;river;hidden;sun-drenched
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Places,village,small;quiet;rural;charming;traditional;remote;picturesque;friendly;local;idyllic
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Plants,cactus,prickly;tall;green;desert;flowering;spiny;short;old;giant;saguaro
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Plants,eggplant,purple;fresh;roasted;grilled;stuffed;fried;raw;Italian;organic;long
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Plants,flower,colorful;beautiful;fragrant;fresh;wild;blooming;delicate;vibrant;artificial;potted
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Plants,grass,green;long;short;wet;dry;mowed;overgrown;lush;artificial;wild
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Plants,lettuce,crisp;green;fresh;romaine;iceberg;leaf;organic;chopped;mixed;wilted
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Plants,mushroom,edible;wild;poisonous;sautéed;grilled;fresh;portobello;white;creamy;brown
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Plants,onion,yellow;white;red;sweet;raw;cooked;diced;caramelized;chopped;strong
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Plants,pepper,black;red;bell;spicy;ground;hot;green;fresh;pickled;stuffed
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Plants,potato,mashed;fried;baked;roasted;sweet;new;russet;yukon;cooked;scalloped
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Plants,rose,red;pink;white;yellow;fragrant;thorny;blooming;hybrid;cut;wilting
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Plants,tomato,red;ripe;juicy;fresh;heirloom;sun-dried;cooked;raw;canned;sliced
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Plants,tree,tall;old;green;large;leafy;deciduous;evergreen;bare;ancient;strong
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Social Relationships,ally,strong;staunch;faithful;reliable;crucial;steadfast;powerful;valuable;political;trusted
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Social Relationships,brother,older;younger;little;big;step;half;adopted;elder;dear;loyal
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Social Relationships,enemy,mortal;bitter;sworn;political;personal;formidable;powerful;dangerous;ideological;old
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Social Relationships,father,loving;caring;biological;adoptive;step;strict;old;young;single;deceased
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Social Relationships,follower,loyal;devoted;ardent;zealous;steadfast;true;political;numerous;potential;online
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Social Relationships,friend,close;best;good;old;true;loyal;childhood;imaginary;fair-weather;casual
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Social Relationships,leader,strong;charismatic;political;effective;inspirational;visionary;experienced;elected;appointed;respected
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Social Relationships,mother,loving;caring;biological;adoptive;step;strict;old;young;single;deceased
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Social Relationships,partner,business;life;romantic;legal;trusted;reliable;supportive;senior;junior;equal
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Social Relationships,rival,fierce;bitter;worthy;long-time;political;intense;primary;arch;business;sports
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Social Relationships,sister,older;younger;little;big;step;half;adopted;elder;dear;loyal
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Social Relationships,stranger,complete;total;casual;mysterious;harmless;unknown;familiar;suspicious;wandering;ominous
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Spatial Concepts,above,well;mentioned;stated;discussed;hanging;situated;standard;normal;listed;average
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Spatial Concepts,back,lower;upper;aching;strong;straight;sore;hunched;broad;injured;comfortable
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Spatial Concepts,below,freezing;poverty;sea;standard;average;normal;mentioned;stated;par;the;legal
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Spatial Concepts,east,far;middle;wild;south;north;western;wind;facing;toward;in the
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Spatial Concepts,front,big;little;whole;new;in;towards;side;upper;to the;bottom
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Spatial Concepts,inside,deep;warm;dry;cool;the;little;all;to;dark;away
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Spatial Concepts,left,the;right;new;of;far;extreme;and;whole;entire;to the
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Spatial Concepts,north,far;south;the;east;northern;in;and;middle;central;wild
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Spatial Concepts,outside,cold;new;wild;safe;on;good;and;hard;to;big
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Spatial Concepts,right,far;left;wrong;whole;new;of;same;only;moral;good
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Spatial Concepts,south,far;north;west;southern;the;east;in;wild;hot;and
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Spatial Concepts,west,wild;far;middle;the;new;southern;wind;and;end;coast
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Time Concepts,century,21st;past;early;late;present;20th;entire;whole;previous;following
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Time Concepts,day,long;short;good;bad;sunny;rainy;average;next;previous;beautiful
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Time Concepts,evening,good;long;warm;pleasant;quiet;lovely;late;summer;cool;spring
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Time Concepts,hour,long;short;early;late;golden;prime;lunch;breakfast;twilight;whole
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Time Concepts,minute,long;short;final;last;few;fleeting;crucial;split;exact;every
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Time Concepts,month,long;short;early;late;entire;first;last;next;previous;following
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Time Concepts,morning,good;early;bright;cold;frosty;dewy;cool;crisp;beautiful;fresh
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Time Concepts,night,dark;long;cold;late;clear;starless;restless;quiet;summer;full
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Time Concepts,season,winter;summer;autumn;spring;dry;wet;festive;current;growing;off
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Time Concepts,second,split;fleeting;short;every;final;last;single;long;exact;spare
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Time Concepts,week,long;short;next;last;previous;following;entire;whole;work;training
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B1,most frequent,Time Concepts,year,good;bad;new;past;upcoming;entire;previous;whole;fiscal;election
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B2,most frequent,Abstract Concepts,anger,intense;blind;uncontrollable;sudden;righteous;quiet;bottled;simmering;destructive;consuming
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B2,most frequent,Abstract Concepts,courage,great;quiet;inner;true;remarkable;displayed;unwavering;moral;physical;boundless
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B2,most frequent,Abstract Concepts,fear,crippling;irrational;intense;paralyzing;deep;abiding;primal;instilled;gnawing;overwhelming
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B2,most frequent,Abstract Concepts,freedom,personal;economic;political;civil;fundamental;cherished;hard-won;basic;individual;religious
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B2,most frequent,Abstract Concepts,happiness,true;sheer;contagious;fleeting;lasting;childlike;unexpected;genuine;pure;simple
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B2,most frequent,Abstract Concepts,hate,intense;bitter;blind;irrational;burning;simmering;seething;destructive;unyielding;visceral
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B2,most frequent,Abstract Concepts,honesty,brutal;refreshing;simple;unwavering;complete;essential;unimpeachable;radical;surprising;absolute
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B2,most frequent,Abstract Concepts,justice,blind;social;equal;restorative;swift;fair;due;impartial;retributive;harsh
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B2,most frequent,Abstract Concepts,knowledge,vast;practical;deep;scientific;accumulated;specialist;working;tacit;extensive;detailed
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B2,most frequent,Abstract Concepts,love,unconditional;passionate;true;romantic;platonic;familial;brotherly;enduring;unrequited;maternal
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B2,most frequent,Abstract Concepts,peace,lasting;fragile;uneasy;inner;world;negotiated;temporary;enduring;relative
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B2,most frequent,Abstract Concepts,wisdom,ancient;accumulated;practical;inner;enduring;acquired;collective;profound;intuitive;worldly
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B2,most frequent,Cultural Artifacts,bell,loud;ringing;brass;church;dinner;school;warning;silver;electronic;bicycle
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B2,most frequent,Cultural Artifacts,candle,scented;wax;burning;tall;stubby;beeswax;dripped;taper;paraffin;festive
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B2,most frequent,Cultural Artifacts,carpet,thick;wool;oriental;Persian;patterned;worn;red;rolled;soft;floor
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B2,most frequent,Cultural Artifacts,coin,gold;silver;rare;ancient;shiny;valuable;lucky;commemorative;minted;forged
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B2,most frequent,Cultural Artifacts,crown,gold;royal;jeweled;coronation;diamond;glittering;heavy;silver;laurel;antique
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B2,most frequent,Cultural Artifacts,flag,national;waving;red;white;blue;tattered;flying;political;military;striped
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B2,most frequent,Cultural Artifacts,mask,surgical;theatrical;plastic;masquerade;oxygen;Halloween;scary;elaborate;ceremonial;tribal
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B2,most frequent,Cultural Artifacts,necklace,gold;silver;pearl;diamond;beaded;costume;delicate;antique;precious;ornate
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B2,most frequent,Cultural Artifacts,painting,oil;watercolor;abstract;landscape;portrait;impressionist;realistic;modern;valuable;old
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B2,most frequent,Cultural Artifacts,ring,gold;diamond;wedding;engagement;silver;signet;precious;ancient;jeweled;ruby
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B2,most frequent,Cultural Artifacts,statue,bronze;marble;stone;towering;monumental;classical;ancient;lifelike;imposing;public
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B2,most frequent,Cultural Artifacts,vase,glass;ceramic;flower;porcelain;tall;delicate;antique;ornate;colorful;valuable
gemini-2.0-flash,english-monolingual,2.0,RU # Russian,B2,most frequent,Environmental Phenomena,cloud,dark;white;fluffy;gray;rain;storm;looming;thunder;silver;puffy
