language1,language2,entropy1,entropy2,entropy_difference,entropy_effect_size,entropy_effect_interpretation,diversity1,diversity2,diversity_difference,diversity_effect_size,diversity_effect_interpretation,family1,family2,same_family
DE # German,ZH # Mandarin,5.8024854957625704,5.79540528751341,0.007080208249160336,0.0012202026621748316,Negligible,0.4166666666666667,0.4097222222222222,0.006944444444444475,0.01666666666666674,Negligible,Indo-European,Sino-Tibetan,False
ES # Spanish,FA # Persian,5.79540528751341,5.896303377015714,0.10089808950230417,0.01711209261986305,Negligible,0.4097222222222222,0.4444444444444444,0.03472222222222221,0.07812499999999997,Negligible,Indo-European,Indo-European,True
ES # Spanish,FR # French,5.79540528751341,5.8058898360103,0.010484548496889623,0.0018058469576636698,Negligible,0.4097222222222222,0.4166666666666667,0.006944444444444475,0.01666666666666674,Negligible,Indo-European,Indo-European,True
ES # Spanish,GA # Irish,5.79540528751341,5.802645825934478,0.007240538421068088,0.001247799476009213,Negligible,0.4097222222222222,0.4166666666666667,0.006944444444444475,0.01666666666666674,Negligible,Indo-European,Indo-European,True
ES # Spanish,HE # Hebrew,5.79540528751341,5.840747821892969,0.04534253437955904,0.007763138516201793,Negligible,0.4097222222222222,0.4305555555555556,0.02083333333333337,0.04838709677419363,Negligible,Indo-European,Semitic,False
ES # Spanish,HI # Hindi,5.79540528751341,5.857347540676223,0.061942253162812655,0.010575137079139665,Negligible,0.4097222222222222,0.4375,0.02777777777777779,0.06349206349206352,Negligible,Indo-European,Indo-European,True
ES # Spanish,IT # Italian,5.79540528751341,5.80064756183399,0.005242274320579554,0.0009037394988572802,Negligible,0.4097222222222222,0.4097222222222222,0.0,0.0,Negligible,Indo-European,Indo-European,True
ES # Spanish,JA # Japanese,5.79540528751341,5.757142961383011,0.038262326130398705,0.006602182976372241,Negligible,0.4097222222222222,0.432258064516129,0.022535842293906816,0.05213515754560532,Negligible,Indo-European,Japonic,False
ES # Spanish,KO # Korean,5.79540528751341,5.79540528751341,0.0,0.0,Negligible,0.4097222222222222,0.4068965517241379,0.0028256704980842984,0.006896551724137949,Negligible,Indo-European,Koreanic,False
ES # Spanish,LV # Latvian,5.79540528751341,5.774014207775696,0.021391079737713703,0.003691041208766231,Negligible,0.4097222222222222,0.4166666666666667,0.006944444444444475,0.01666666666666674,Negligible,Indo-European,Indo-European,True
ES # Spanish,PL # Polish,5.79540528751341,5.852105266355643,0.0566999788422331,0.009688817316429205,Negligible,0.4097222222222222,0.4375,0.02777777777777779,0.06349206349206352,Negligible,Indo-European,Indo-European,True
ES # Spanish,PS # Pashto,5.79540528751341,5.887656762591673,0.09225147507826303,0.015668623154868676,Negligible,0.4097222222222222,0.4444444444444444,0.03472222222222221,0.07812499999999997,Negligible,Indo-European,Indo-European,True
ES # Spanish,PT # Portuguese,5.79540528751341,5.833667613643809,0.038262326130398705,0.006558880050161,Negligible,0.4097222222222222,0.4236111111111111,0.013888888888888895,0.032786885245901655,Negligible,Indo-European,Indo-European,True
ES # Spanish,RU # Russian,5.79540528751341,5.891061102839403,0.09565581532599321,0.016237450886375723,Negligible,0.4097222222222222,0.4444444444444444,0.03472222222222221,0.07812499999999997,Negligible,Indo-European,Indo-European,True
ES # Spanish,SQ # Albanian,5.79540528751341,5.788596606873682,0.00680868063972806,0.0011748411546639922,Negligible,0.4097222222222222,0.4166666666666667,0.006944444444444475,0.01666666666666674,Negligible,Indo-European,Indo-European-Albanian,False
ES # Spanish,SW # Swahili,5.79540528751341,5.81637438450719,0.020969096993780134,0.0036051835056619733,Negligible,0.4097222222222222,0.4236111111111111,0.013888888888888895,0.032786885245901655,Negligible,Indo-European,Niger-Congo,False
ES # Spanish,TH # Thai,5.79540528751341,5.78151639876879,0.013888888744619798,0.0023965345054545784,Negligible,0.4097222222222222,0.4027777777777778,0.00694444444444442,0.016949152542372822,Negligible,Indo-European,Tai-Kadai,False
ES # Spanish,TR # Turkish,5.79540528751341,5.863283325205899,0.06787803769248857,0.011576796468402782,Negligible,0.4097222222222222,0.4375,0.02777777777777779,0.06349206349206352,Negligible,Indo-European,Turkic,False
ES # Spanish,UR # Urdu,5.79540528751341,5.9536968662113114,0.15829157869790134,0.026587107515709245,Negligible,0.4097222222222222,0.4722222222222222,0.0625,0.1323529411764706,Small,Indo-European,Indo-European,True
ES # Spanish,VI # Vietnamese,5.79540528751341,5.792000947265681,0.0034043402477292872,0.0005874205648851111,Negligible,0.4097222222222222,0.4097222222222222,0.0,0.0,Negligible,Indo-European,Austro-Asiatic,False
ES # Spanish,ZH # Mandarin,5.79540528751341,5.79540528751341,0.0,0.0,Negligible,0.4097222222222222,0.4097222222222222,0.0,0.0,Negligible,Indo-European,Sino-Tibetan,False
FA # Persian,FR # French,5.896303377015714,5.8058898360103,0.09041354100541454,0.01533393640460464,Negligible,0.4444444444444444,0.4166666666666667,0.027777777777777735,0.0624999999999999,Negligible,Indo-European,Indo-European,True
FA # Persian,GA # Irish,5.896303377015714,5.802645825934478,0.09365755108123608,0.01588411333214656,Negligible,0.4444444444444444,0.4166666666666667,0.027777777777777735,0.0624999999999999,Negligible,Indo-European,Indo-European,True
FA # Persian,HE # Hebrew,5.896303377015714,5.840747821892969,0.055555555122745126,0.00942209916458935,Negligible,0.4444444444444444,0.4305555555555556,0.01388888888888884,0.03124999999999989,Negligible,Indo-European,Semitic,False
FA # Persian,HI # Hindi,5.896303377015714,5.857347540676223,0.03895583633949151,0.006606823606014682,Negligible,0.4444444444444444,0.4375,0.00694444444444442,0.015624999999999944,Negligible,Indo-European,Indo-European,True
FA # Persian,IT # Italian,5.896303377015714,5.80064756183399,0.09565581518172461,0.016223014499999952,Negligible,0.4444444444444444,0.4097222222222222,0.03472222222222221,0.07812499999999997,Negligible,Indo-European,Indo-European,True
FA # Persian,JA # Japanese,5.896303377015714,5.757142961383011,0.13916041563270287,0.023601298429650322,Negligible,0.4444444444444444,0.432258064516129,0.012186379928315394,0.027419354838709636,Negligible,Indo-European,Japonic,False
FA # Persian,KO # Korean,5.896303377015714,5.79540528751341,0.10089808950230417,0.01711209261986305,Negligible,0.4444444444444444,0.4068965517241379,0.03754789272030651,0.08448275862068964,Negligible,Indo-European,Koreanic,False
FA # Persian,LV # Latvian,5.896303377015714,5.774014207775696,0.12228916924001787,0.02073997238960114,Negligible,0.4444444444444444,0.4166666666666667,0.027777777777777735,0.0624999999999999,Negligible,Indo-European,Indo-European,True
FA # Persian,PL # Polish,5.896303377015714,5.852105266355643,0.044198110660071066,0.007495901725877778,Negligible,0.4444444444444444,0.4375,0.00694444444444442,0.015624999999999944,Negligible,Indo-European,Indo-European,True
FA # Persian,PS # Pashto,5.896303377015714,5.887656762591673,0.008646614424041132,0.0014664466651675967,Negligible,0.4444444444444444,0.4444444444444444,0.0,0.0,Negligible,Indo-European,Indo-European,True
FA # Persian,PT # Portuguese,5.896303377015714,5.833667613643809,0.06263576337190546,0.010622886810075772,Negligible,0.4444444444444444,0.4236111111111111,0.020833333333333315,0.04687499999999996,Negligible,Indo-European,Indo-European,True
FA # Persian,RU # Russian,5.896303377015714,5.891061102839403,0.005242274176310957,0.0008890780953954611,Negligible,0.4444444444444444,0.4444444444444444,0.0,0.0,Negligible,Indo-European,Indo-European,True
FA # Persian,SQ # Albanian,5.896303377015714,5.788596606873682,0.10770677014203223,0.018266829783874804,Negligible,0.4444444444444444,0.4166666666666667,0.027777777777777735,0.0624999999999999,Negligible,Indo-European,Indo-European-Albanian,False
FA # Persian,SW # Swahili,5.896303377015714,5.81637438450719,0.07992899250852403,0.013555780189346084,Negligible,0.4444444444444444,0.4236111111111111,0.020833333333333315,0.04687499999999996,Negligible,Indo-European,Niger-Congo,False
FA # Persian,TH # Thai,5.896303377015714,5.78151639876879,0.11478697824692397,0.01946761740489359,Negligible,0.4444444444444444,0.4027777777777778,0.04166666666666663,0.09374999999999992,Negligible,Indo-European,Tai-Kadai,False
FA # Persian,TR # Turkish,5.896303377015714,5.863283325205899,0.0330200518098156,0.005600127689923577,Negligible,0.4444444444444444,0.4375,0.00694444444444442,0.015624999999999944,Negligible,Indo-European,Turkic,False
FA # Persian,UR # Urdu,5.896303377015714,5.9536968662113114,0.05739348919559717,0.00963997504161142,Negligible,0.4444444444444444,0.4722222222222222,0.02777777777777779,0.05882352941176473,Negligible,Indo-European,Indo-European,True
FA # Persian,VI # Vietnamese,5.896303377015714,5.792000947265681,0.10430242975003345,0.017689461189635033,Negligible,0.4444444444444444,0.4097222222222222,0.03472222222222221,0.07812499999999997,Negligible,Indo-European,Austro-Asiatic,False
FA # Persian,ZH # Mandarin,5.896303377015714,5.79540528751341,0.10089808950230417,0.01711209261986305,Negligible,0.4444444444444444,0.4097222222222222,0.03472222222222221,0.07812499999999997,Negligible,Indo-European,Sino-Tibetan,False
FR # French,GA # Irish,5.8058898360103,5.802645825934478,0.003244010075821535,0.0005587446829770988,Negligible,0.4166666666666667,0.4166666666666667,0.0,0.0,Negligible,Indo-European,Indo-European,True
FR # French,HE # Hebrew,5.8058898360103,5.840747821892969,0.03485798588266942,0.005968068977744711,Negligible,0.4166666666666667,0.4305555555555556,0.013888888888888895,0.032258064516129045,Negligible,Indo-European,Semitic,False
FR # French,HI # Hindi,5.8058898360103,5.857347540676223,0.05145770466592303,0.008785154766483654,Negligible,0.4166666666666667,0.4375,0.020833333333333315,0.047619047619047575,Negligible,Indo-European,Indo-European,True
FR # French,IT # Italian,5.8058898360103,5.80064756183399,0.005242274176310069,0.0009029234664074272,Negligible,0.4166666666666667,0.4097222222222222,0.006944444444444475,0.01666666666666674,Negligible,Indo-European,Indo-European,True
FR # French,JA # Japanese,5.8058898360103,5.757142961383011,0.04874687462728833,0.008396107401994089,Negligible,0.4166666666666667,0.432258064516129,0.01559139784946234,0.03606965174129347,Negligible,Indo-European,Japonic,False
FR # French,KO # Korean,5.8058898360103,5.79540528751341,0.010484548496889623,0.0018058469576636698,Negligible,0.4166666666666667,0.4068965517241379,0.009770114942528774,0.023448275862069056,Negligible,Indo-European,Koreanic,False
FR # French,LV # Latvian,5.8058898360103,5.774014207775696,0.031875628234603326,0.005490222710892439,Negligible,0.4166666666666667,0.4166666666666667,0.0,0.0,Negligible,Indo-European,Indo-European,True
FR # French,PL # Polish,5.8058898360103,5.852105266355643,0.04621543034534348,0.007897231550334673,Negligible,0.4166666666666667,0.4375,0.020833333333333315,0.047619047619047575,Negligible,Indo-European,Indo-European,True
FR # French,PS # Pashto,5.8058898360103,5.887656762591673,0.08176692658137341,0.013887855538878361,Negligible,0.4166666666666667,0.4444444444444444,0.027777777777777735,0.0624999999999999,Negligible,Indo-European,Indo-European,True
FR # French,PT # Portuguese,5.8058898360103,5.833667613643809,0.027777777633509082,0.004761631870924954,Negligible,0.4166666666666667,0.4236111111111111,0.00694444444444442,0.01639344262295076,Negligible,Indo-European,Indo-European,True
FR # French,RU # Russian,5.8058898360103,5.891061102839403,0.08517126682910359,0.01445771234456426,Negligible,0.4166666666666667,0.4444444444444444,0.027777777777777735,0.0624999999999999,Negligible,Indo-European,Indo-European,True
FR # French,SQ # Albanian,5.8058898360103,5.788596606873682,0.017293229136617683,0.002978566529002774,Negligible,0.4166666666666667,0.4166666666666667,0.0,0.0,Negligible,Indo-European,Indo-European-Albanian,False
FR # French,SW # Swahili,5.8058898360103,5.81637438450719,0.010484548496890511,0.001802591752831063,Negligible,0.4166666666666667,0.4236111111111111,0.00694444444444442,0.01639344262295076,Negligible,Indo-European,Niger-Congo,False
FR # French,TH # Thai,5.8058898360103,5.78151639876879,0.02437343724150942,0.004198053688572637,Negligible,0.4166666666666667,0.4027777777777778,0.013888888888888895,0.03333333333333335,Negligible,Indo-European,Tai-Kadai,False
FR # French,TR # Turkish,5.8058898360103,5.863283325205899,0.057393489195598946,0.009788626271711589,Negligible,0.4166666666666667,0.4375,0.020833333333333315,0.047619047619047575,Negligible,Indo-European,Turkic,False
FR # French,UR # Urdu,5.8058898360103,5.9536968662113114,0.1478070302010117,0.024826092681986017,Negligible,0.4166666666666667,0.4722222222222222,0.055555555555555525,0.11764705882352935,Small,Indo-European,Indo-European,True
FR # French,VI # Vietnamese,5.8058898360103,5.792000947265681,0.01388888874461891,0.002392206730908814,Negligible,0.4166666666666667,0.4097222222222222,0.006944444444444475,0.01666666666666674,Negligible,Indo-European,Austro-Asiatic,False
FR # French,ZH # Mandarin,5.8058898360103,5.79540528751341,0.010484548496889623,0.0018058469576636698,Negligible,0.4166666666666667,0.4097222222222222,0.006944444444444475,0.01666666666666674,Negligible,Indo-European,Sino-Tibetan,False
GA # Irish,HE # Hebrew,5.802645825934478,5.840747821892969,0.03810199595849095,0.006523479033912854,Negligible,0.4166666666666667,0.4305555555555556,0.013888888888888895,0.032258064516129045,Negligible,Indo-European,Semitic,False
GA # Irish,HI # Hindi,5.802645825934478,5.857347540676223,0.05470171474174457,0.00933899079094585,Negligible,0.4166666666666667,0.4375,0.020833333333333315,0.047619047619047575,Negligible,Indo-European,Indo-European,True
GA # Irish,IT # Italian,5.802645825934478,5.80064756183399,0.0019982641004885338,0.00034437119900674386,Negligible,0.4166666666666667,0.4097222222222222,0.006944444444444475,0.01666666666666674,Negligible,Indo-European,Indo-European,True
GA # Irish,JA # Japanese,5.802645825934478,5.757142961383011,0.04550286455146679,0.007841744251923018,Negligible,0.4166666666666667,0.432258064516129,0.01559139784946234,0.03606965174129347,Negligible,Indo-European,Japonic,False
