Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Abstract Concepts,anger,strong;deep;hot;wild;dark;quick;bitter;fierce;loud;heavy
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Cultural Artifacts,carpet,soft;thick;red;old;big;warm;colorful;heavy;clean;nice
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Cultural Artifacts,coin,old;small;shiny;round;heavy;silver;golden;rare;dirty;cold
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Cultural Artifacts,crown,golden;heavy;shiny;old;royal;big;beautiful;rich;bright;strong
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Cultural Artifacts,flag,bright;colorful;big;national;old;proud;high;strong;red;white
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Cultural Artifacts,mask,dark;scary;funny;old;black;strange;wooden;heavy;hidden;small
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Cultural Artifacts,necklace,beautiful;shiny;long;silver;golden;expensive;small;light;pretty;red
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Cultural Artifacts,painting,beautiful;old;colorful;big;famous;dark;bright;small;nice;expensive
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Cultural Artifacts,ring,small;shiny;golden;silver;beautiful;expensive;round;old;pretty;light
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Cultural Artifacts,statue,big;old;tall;heavy;stone;beautiful;white;famous;cold;strong
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Cultural Artifacts,vase,small;beautiful;old;glass;tall;thin;colorful;expensive;white;delicate
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Environmental Phenomena,cloud,white;big;dark;soft;high;grey;fluffy;heavy;low;moving
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Environmental Phenomena,earthquake,strong;scary;sudden;big;dangerous;terrible;loud;deep;violent;bad
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Environmental Phenomena,fog,thick;cold;grey;heavy;dark;wet;silent;low;strange;early
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Environmental Phenomena,lightning,bright;fast;loud;dangerous;sharp;white;strong;sudden;scary;hot
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Environmental Phenomena,rain,heavy;cold;light;wet;soft;strong;dark;long;grey;cool
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Environmental Phenomena,rainbow,colorful;bright;beautiful;big;clear;rare;high;happy;pretty;magical
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Environmental Phenomena,snow,white;cold;soft;heavy;light;thick;beautiful;quiet;wet;deep
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Environmental Phenomena,storm,strong;loud;dark;dangerous;heavy;wild;scary;big;fast;cold
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Environmental Phenomena,thunder,loud;deep;strong;scary;sudden;heavy;dark;powerful;big;close
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Environmental Phenomena,tide,high;low;strong;fast;dangerous;big;cold;wet;dark;powerful
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Environmental Phenomena,volcano,big;hot;dangerous;active;tall;dark;scary;red;old;powerful
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Environmental Phenomena,wind,strong;cold;fast;loud;warm;light;sharp;high;wild;cool
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Food Items,apple,red;sweet;fresh;round;small;green;juicy;hard;tasty;ripe
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Food Items,banana,yellow;sweet;long;soft;fresh;ripe;small;tasty;healthy;curved
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Food Items,beef,red;fresh;tasty;tender;raw;cooked;expensive;soft;juicy;thick
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Food Items,bread,fresh;soft;warm;brown;white;tasty;hard;old;thick;small
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Food Items,broccoli,green;fresh;healthy;small;hard;tasty;raw;cooked;light;bitter
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Food Items,cheese,yellow;tasty;soft;hard;white;strong;old;creamy;fresh;expensive
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Food Items,chicken,tasty;fresh;white;tender;cooked;raw;small;juicy;hot;soft
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Food Items,egg,white;small;fresh;hard;soft;round;yellow;tasty;raw;cooked
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Food Items,fish,fresh;tasty;small;big;raw;cooked;silver;wet;cold;healthy
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Food Items,pasta,tasty;soft;long;yellow;fresh;hot;simple;Italian;dry;cooked
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Food Items,rice,white;tasty;soft;small;long;fresh;hot;simple;healthy;cooked
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Food Items,soup,hot;tasty;warm;thick;thin;fresh;healthy;light;red;creamy
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Human Roles,artist,creative;famous;talented;young;old;poor;rich;strange;good;unique
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Human Roles,athlete,strong;fast;young;fit;tall;famous;good;active;healthy;tough
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Human Roles,chef,skilled;famous;busy;creative;good;old;young;friendly;strict;talented
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Human Roles,doctor,kind;smart;busy;good;old;young;helpful;friendly;serious;patient
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Human Roles,engineer,smart;skilled;busy;young;old;creative;good;serious;technical;clever
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Human Roles,farmer,hard-working;old;young;kind;strong;busy;friendly;poor;simple;tough
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Human Roles,lawyer,smart;busy;strict;good;expensive;serious;old;young;clever;strong
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Human Roles,musician,talented;famous;young;creative;good;old;passionate;unique;loud;skilled
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Human Roles,scientist,smart;curious;serious;old;young;clever;busy;famous;good;creative
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Human Roles,soldier,brave;strong;young;tough;serious;tall;loyal;hard;proud;strict
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Human Roles,teacher,kind;strict;smart;patient;good;old;young;friendly;helpful;serious
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Human Roles,writer,creative;famous;talented;young;old;quiet;good;unique;clever;busy
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Inanimate Objects,book,old;thick;new;small;big;interesting;heavy;red;long;good
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Inanimate Objects,bridge,old;big;long;strong;high;wooden;narrow;beautiful;stone;modern
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Inanimate Objects,drums,loud;big;heavy;round;old;shiny;strong;fast;wooden;noisy
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Inanimate Objects,earth,big;round;green;blue;old;beautiful;warm;heavy;strong;alive
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Inanimate Objects,flute,small;shiny;long;silver;old;beautiful;light;wooden;sweet;thin
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Inanimate Objects,key,small;old;shiny;heavy;silver;golden;cold;important;round;metal
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Inanimate Objects,knife,sharp;small;heavy;long;shiny;dangerous;old;silver;cold;useful
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Inanimate Objects,lock,old;heavy;small;strong;metal;shiny;cold;broken;big;secure
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Inanimate Objects,moon,bright;round;white;big;high;beautiful;pale;cold;quiet;full
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Inanimate Objects,pen,small;black;blue;old;cheap;shiny;long;thin;useful;red
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Inanimate Objects,sun,bright;hot;big;yellow;high;warm;strong;beautiful;round;golden
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Inanimate Objects,sword,sharp;long;heavy;old;shiny;strong;dangerous;silver;cold;powerful
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Neutral Animals,cat,small;soft;black;white;cute;fast;quiet;lazy;young;furry
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Neutral Animals,dog,big;friendly;brown;loyal;fast;loud;strong;young;happy;active
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Neutral Animals,dolphin,smart;fast;friendly;blue;big;playful;beautiful;strong;happy;wild
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Neutral Animals,elephant,big;grey;strong;heavy;tall;slow;old;kind;wild;huge
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Neutral Animals,hamster,small;cute;soft;brown;fast;tiny;furry;quiet;young;active
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Neutral Animals,monkey,funny;fast;small;brown;clever;wild;loud;active;young;naughty
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Neutral Animals,mouse,small;grey;fast;tiny;quiet;cute;soft;young;shy;quick
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Neutral Animals,peacock,beautiful;colorful;big;proud;loud;rare;bright;tall;green;blue
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Neutral Animals,rabbit,small;white;soft;fast;cute;young;quiet;furry;shy;quick
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Neutral Animals,shark,big;dangerous;fast;grey;strong;scary;wild;sharp;cold;hungry
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Neutral Animals,snake,long;dangerous;green;fast;scary;thin;cold;quiet;wild;black
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Neutral Animals,whale,big;blue;huge;strong;slow;deep;heavy;beautiful;wild;rare
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Places,city,big;busy;loud;modern;old;crowded;dirty;beautiful;bright;noisy
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Places,desert,hot;dry;big;empty;sandy;yellow;quiet;dangerous;wide;harsh
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Places,forest,green;big;dark;quiet;deep;old;thick;beautiful;wild;cool
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Places,island,small;beautiful;green;quiet;remote;tropical;blue;warm;lonely;sandy
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Places,lake,blue;big;calm;deep;clear;cold;beautiful;quiet;wide;still
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Places,mountain,high;big;tall;cold;rocky;beautiful;strong;white;steep;old
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Places,ocean,big;blue;deep;wide;cold;strong;beautiful;dark;wild;endless
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Places,plain,wide;flat;green;big;empty;quiet;open;yellow;long;simple
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Places,plateau,high;flat;wide;big;dry;rocky;cold;open;empty;brown
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Places,river,long;blue;wide;deep;fast;clear;cold;beautiful;quiet;strong
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Places,valley,green;deep;wide;beautiful;quiet;long;narrow;cool;low;peaceful
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Places,village,small;quiet;old;beautiful;friendly;simple;green;peaceful;poor;remote
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Plants,cactus,green;tall;sharp;dry;small;tough;spiky;hard;desert;old
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Plants,eggplant,purple;long;soft;fresh;tasty;small;shiny;healthy;dark;cooked
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Plants,flower,beautiful;colorful;small;red;yellow;fresh;soft;bright;pretty;sweet
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Plants,grass,green;soft;long;short;wet;fresh;thick;bright;wild;cool
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Plants,lettuce,green;fresh;soft;light;healthy;crispy;small;raw;cool;tasty
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Plants,mushroom,small;brown;soft;tasty;white;fresh;round;wild;wet;strange
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Plants,onion,white;strong;small;round;fresh;sharp;yellow;tasty;raw;hard
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Plants,pepper,red;green;hot;small;fresh;spicy;tasty;round;yellow;sharp
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Plants,potato,brown;small;hard;tasty;fresh;round;yellow;soft;cooked;healthy
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Plants,rose,red;beautiful;small;soft;pretty;sweet;thorny;bright;fresh;pink
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Plants,tomato,red;round;fresh;juicy;small;tasty;soft;ripe;healthy;bright
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Plants,tree,tall;green;old;big;strong;thick;beautiful;brown;high;wide
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Social Relationships,ally,loyal;strong;helpful;good;close;true;friendly;kind;reliable;trusted
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Social Relationships,brother,kind;strong;young;old;funny;close;tall;helpful;loud;caring
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Social Relationships,enemy,dangerous;strong;bad;cruel;cold;dark;fierce;angry;hidden;tough
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Social Relationships,father,kind;strong;old;tall;strict;loving;wise;busy;good;protective
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Social Relationships,follower,loyal;young;quiet;eager;true;close;active;shy;helpful;dedicated
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Social Relationships,friend,kind;funny;close;good;loyal;nice;helpful;sweet;true;dear
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Social Relationships,leader,strong;smart;brave;good;strict;wise;tall;confident;kind;powerful
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Social Relationships,mother,kind;loving;warm;strict;caring;sweet;strong;gentle;busy;wise
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Social Relationships,partner,close;kind;loyal;good;funny;strong;helpful;sweet;true;dear
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Social Relationships,rival,strong;tough;bad;smart;fast;angry;close;dangerous;fierce;hard
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Social Relationships,sister,kind;funny;young;sweet;close;tall;helpful;loud;caring;nice
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Social Relationships,stranger,unknown;quiet;tall;strange;cold;shy;dark;young;old;distant
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Spatial Concepts,above,high;clear;bright;far;wide;open;blue;big;empty;distant
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Spatial Concepts,back,strong;wide;straight;sore;long;hard;warm;cold;heavy;tired
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Spatial Concepts,below,low;deep;dark;cold;hidden;close;quiet;small;wet;narrow
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Spatial Concepts,east,far;warm;bright;early;distant;open;wide;beautiful;red;new
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Spatial Concepts,front,clear;wide;open;straight;big;close;bright;strong;clean;bold
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Spatial Concepts,inside,warm;dark;small;quiet;safe;close;soft;hidden;cozy;tight
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Spatial Concepts,left,close;near;small;quiet;hidden;low;dark;narrow;cold;empty
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Spatial Concepts,north,cold;far;dark;high;distant;wide;strong;quiet;white;harsh
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Spatial Concepts,outside,cold;bright;wide;open;big;loud;fresh;clear;green;wild
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Spatial Concepts,right,close;near;clear;strong;good;bright;open;straight;high;bold
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Spatial Concepts,south,warm;far;bright;open;wide;hot;distant;green;beautiful;sunny
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Spatial Concepts,west,far;warm;bright;late;distant;open;wide;red;beautiful;quiet
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Time Concepts,century,old;long;past;new;great;important;early;late;dark;famous
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Time Concepts,day,long;bright;warm;cold;busy;short;happy;sad;clear;rainy
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Time Concepts,evening,quiet;cool;dark;long;calm;beautiful;late;warm;peaceful;soft
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Time Concepts,hour,long;short;busy;quiet;late;early;fast;slow;hard;important
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Time Concepts,minute,short;fast;quick;long;busy;quiet;important;slow;exact;final
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Time Concepts,month,long;short;cold;warm;busy;quiet;rainy;hot;dark;bright
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Time Concepts,morning,early;bright;cold;quiet;fresh;clear;cool;busy;beautiful;calm
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Time Concepts,night,dark;long;cold;quiet;late;black;deep;silent;cool;scary
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Time Concepts,season,cold;warm;hot;wet;dry;long;short;beautiful;dark;bright
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Time Concepts,second,quick;short;fast;important;final;small;exact;busy;long;critical
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Time Concepts,week,long;short;busy;quiet;hard;fast;slow;good;bad;important
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Time Concepts,year,long;short;good;bad;busy;hard;new;old;important;great
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Abstract Concepts,anger,strong;deep;sudden;burning;fierce;wild;bitter;hot;intense;dark
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Abstract Concepts,courage,great;brave;bold;true;amazing;real;powerful;fearless;strong;heroic
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Abstract Concepts,fear,big;cold;sharp;hidden;growing;terrible;dark;heavy;sudden;deep
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Abstract Concepts,freedom,true;full;sweet;hard;new;precious;beautiful;complete;pure;strong
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Abstract Concepts,happiness,bright;warm;pure;simple;endless;true;deep;real;sweet;joyful
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Abstract Concepts,hate,strong;bitter;cold;dark;deep;fierce;burning;hidden;wild;angry
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Abstract Concepts,honesty,true;clear;pure;strong;real;simple;brave;open;good;fair
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Abstract Concepts,justice,fair;true;strong;clear;hard;real;pure;honest;right;important
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Abstract Concepts,knowledge,deep;wide;great;useful;powerful;clear;true;vast;important;strong
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Abstract Concepts,love,true;deep;warm;sweet;strong;pure;endless;beautiful;real;gentle
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Abstract Concepts,peace,calm;quiet;sweet;true;deep;lasting;beautiful;pure;gentle;strong
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Abstract Concepts,wisdom,deep;great;true;clear;old;powerful;quiet;strong;real;wise
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Cultural Artifacts,bell,loud;clear;small;old;shiny;golden;heavy;bright;beautiful;ringing
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Cultural Artifacts,candle,small;warm;bright;soft;white;burning;old;tiny;glowing;simple
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Cultural Artifacts,carpet,soft;thick;red;old;beautiful;warm;large;colorful;expensive;clean
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Cultural Artifacts,coin,old;shiny;small;round;silver;golden;heavy;rare;dirty;valuable
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Cultural Artifacts,crown,golden;heavy;shiny;royal;beautiful;old;precious;grand;rich;elegant
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Cultural Artifacts,flag,bright;colorful;national;old;torn;proud;waving;big;red;white
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Cultural Artifacts,mask,scary;black;white;funny;old;strange;wooden;colorful;hidden;dark
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Cultural Artifacts,necklace,beautiful;shiny;silver;golden;long;expensive;delicate;old;elegant;precious
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Cultural Artifacts,painting,beautiful;old;colorful;large;famous;dark;bright;expensive;detailed;amazing
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Cultural Artifacts,ring,golden;silver;small;shiny;expensive;beautiful;old;simple;round;precious
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Cultural Artifacts,statue,tall;old;stone;beautiful;grand;heavy;famous;white;ancient;impressive
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Cultural Artifacts,vase,delicate;old;beautiful;tall;glass;colorful;expensive;small;elegant;broken
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Environmental Phenomena,cloud,white;fluffy;dark;big;heavy;soft;grey;high;moving;thick
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Environmental Phenomena,earthquake,strong;sudden;terrible;dangerous;powerful;scary;destructive;big;violent;unexpected
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Environmental Phenomena,fog,thick;cold;grey;heavy;mysterious;dark;wet;dense;silent;creepy
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Environmental Phenomena,lightning,bright;fast;dangerous;loud;sharp;powerful;sudden;white;scary;electric
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Environmental Phenomena,rain,heavy;light;cold;wet;soft;sudden;strong;dark;endless;gentle
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Environmental Phenomena,rainbow,colorful;bright;beautiful;rare;magical;clear;wide;amazing;happy;vivid
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Environmental Phenomena,snow,white;cold;soft;heavy;thick;beautiful;quiet;fresh;light;falling
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Environmental Phenomena,storm,strong;loud;dark;dangerous;wild;heavy;sudden;scary;violent;powerful
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Environmental Phenomena,thunder,loud;deep;scary;strong;sudden;powerful;dark;heavy;rolling;frightening
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Environmental Phenomena,tide,high;low;strong;fast;dangerous;powerful;rising;falling;cold;wild
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Environmental Phenomena,volcano,active;dangerous;hot;tall;dark;powerful;scary;red;burning;ancient
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Environmental Phenomena,wind,strong;cold;warm;fast;gentle;wild;loud;soft;sharp;blowing
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Food Items,apple,red;green;sweet;fresh;juicy;round;small;crisp;tasty;ripe
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Food Items,banana,yellow;sweet;soft;long;ripe;fresh;tasty;healthy;curved;small
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Food Items,beef,red;fresh;tender;juicy;expensive;raw;cooked;tasty;thick;soft
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Food Items,bread,fresh;warm;soft;brown;white;crusty;tasty;old;hard;sliced
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Food Items,broccoli,green;fresh;healthy;small;raw;cooked;tasty;bitter;soft;hard
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Food Items,cheese,yellow;white;soft;hard;tasty;smelly;creamy;old;fresh;melted
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Food Items,chicken,fresh;tender;juicy;cooked;raw;tasty;white;small;roasted;grilled
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Food Items,egg,white;brown;fresh;small;hard;soft;boiled;raw;tasty;broken
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Food Items,fish,fresh;raw;cooked;small;big;tasty;silver;wet;smelly;grilled
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Food Items,pasta,soft;tasty;long;short;fresh;cooked;hot;yellow;creamy;simple
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Food Items,rice,white;brown;soft;sticky;tasty;hot;fresh;simple;healthy;plain
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Food Items,soup,hot;tasty;warm;thick;thin;creamy;fresh;salty;healthy;clear
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Human Roles,artist,creative;talented;famous;young;old;poor;rich;strange;skilled;passionate
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Human Roles,athlete,strong;fast;young;fit;talented;famous;hard-working;tall;active;competitive
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Human Roles,chef,skilled;famous;creative;busy;friendly;strict;talented;experienced;young;passionate
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Human Roles,doctor,kind;smart;busy;helpful;experienced;friendly;serious;young;old;caring
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Human Roles,engineer,smart;skilled;creative;busy;young;experienced;technical;clever;hard-working;innovative
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Human Roles,farmer,hard-working;kind;old;strong;friendly;poor;busy;simple;tough;experienced
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Human Roles,lawyer,smart;strict;busy;expensive;clever;serious;experienced;young;powerful;tough
